RD,TS_received,TS_sent,AK,RoundTrip,
260755,260777,2019-11-25_16-32-22-217817,260780,22,
265863,265869,2019-11-25_16-32-28-247304,265873,6,
270971,271049,2019-11-25_16-32-34-405115,271054,78,
276079,276093,2019-11-25_16-32-40-414777,276096,14,
281187,281195,2019-11-25_16-32-46-447479,281199,8,
286295,286301,2019-11-25_16-32-52-535515,286305,6,
291403,291413,2019-11-25_16-32-58-587577,291416,10,
296511,296519,2019-11-25_16-33-04-652220,296522,8,
301619,301628,2019-11-25_16-33-10-732141,301632,9,
306727,306734,2019-11-25_16-33-16-780543,306737,7,
311835,311841,2019-11-25_16-33-22-866495,311845,6,
316943,316951,2019-11-25_16-33-28-919003,316954,8,
322051,322058,2019-11-25_16-33-34-998122,322062,7,
327159,327168,2019-11-25_16-33-41-066096,327171,9,
332267,332273,2019-11-25_16-33-47-145708,332276,6,
337375,337389,2019-11-25_16-33-53-224921,337392,14,
342483,342645,2019-11-25_16-33-59-447309,342648,162,
347591,347681,2019-11-25_16-34-05-466551,347684,90,
352699,352705,2019-11-25_16-34-11-483711,352708,6,
357807,357815,2019-11-25_16-34-17-543476,357818,8,
362915,362922,2019-11-25_16-34-23-582273,362925,7,
368023,368032,2019-11-25_16-34-29-672415,368035,9,
373131,373136,2019-11-25_16-34-35-721019,373139,5,
378239,378247,2019-11-25_16-34-41-771610,378250,8,
383347,383353,2019-11-25_16-34-47-861563,383356,6,
388455,388467,2019-11-25_16-34-53-932843,388470,12,
393563,393594,2019-11-25_16-35-00-014013,393597,31,
398671,398678,2019-11-25_16-35-06-093350,398683,7,
403779,403786,2019-11-25_16-35-12-144241,403790,7,
408887,408895,2019-11-25_16-35-18-228925,408898,8,
413995,414156,2019-11-25_16-35-24-425557,414159,161,
419103,419154,2019-11-25_16-35-30-409020,419158,51,
424211,424415,2019-11-25_16-35-36-615620,424465,204,
429319,429327,2019-11-25_16-35-42-474455,429331,8,
434427,434435,2019-11-25_16-35-48-539023,434439,8,
439535,439544,2019-11-25_16-35-54-593446,439547,9,
444643,444650,2019-11-25_16-36-00-670595,444653,7,
449751,449759,2019-11-25_16-36-06-713491,449763,8,
454859,454867,2019-11-25_16-36-12-801942,454870,8,
459967,459978,2019-11-25_16-36-18-894439,459991,11,
465075,465082,2019-11-25_16-36-24-958273,465085,7,
470183,470190,2019-11-25_16-36-30-995576,470193,7,
475291,475299,2019-11-25_16-36-37-056103,475302,8,
480399,480405,2019-11-25_16-36-43-142514,480409,6,
485507,485514,2019-11-25_16-36-49-185435,485518,7,
490615,490776,2019-11-25_16-36-55-461346,490779,161,
495723,495788,2019-11-25_16-37-01-400456,495791,65,
500831,500840,2019-11-25_16-37-07-395669,500843,9,
505939,506128,2019-11-25_16-37-13-677313,506131,189,
511047,511055,2019-11-25_16-37-19-505187,511058,8,
516155,516163,2019-11-25_16-37-25-591980,516166,8,
521263,521270,2019-11-25_16-37-31-634661,521273,7,
526371,526380,2019-11-25_16-37-37-688673,526383,9,
531479,531488,2019-11-25_16-37-43-769948,531491,9,
536587,536594,2019-11-25_16-37-49-805261,536597,7,
541695,541705,2019-11-25_16-37-55-872896,541709,10,
546803,546809,2019-11-25_16-38-01-966225,546814,6,
551911,551919,2019-11-25_16-38-08-012429,551922,8,
557019,557025,2019-11-25_16-38-14-053543,557028,6,
562127,562138,2019-11-25_16-38-20-127003,562142,11,
567235,567242,2019-11-25_16-38-26-185955,567245,7,
572343,572515,2019-11-25_16-38-32-435634,572518,172,
577451,577615,2019-11-25_16-38-38-461724,577618,164,
582559,582732,2019-11-25_16-38-44-478897,582735,173,
587667,587673,2019-11-25_16-38-50-445511,587677,6,
592775,592789,2019-11-25_16-38-56-522773,592792,14,
597883,597889,2019-11-25_16-39-02-564003,597893,6,
602991,603001,2019-11-25_16-39-08-659647,603004,10,
