RD,TS_received,TS_sent,AK,RoundTrip,
581160,581167,2019-11-27_11-24-00-200115,581170,7,
586268,586275,2019-11-27_11-24-06-269723,586278,7,
591376,591383,2019-11-27_11-24-12-346608,591387,7,
596484,596490,2019-11-27_11-24-18-427828,596493,6,
601592,601599,2019-11-27_11-24-24-498353,601602,7,
606700,606706,2019-11-27_11-24-30-560297,606709,6,
611808,611816,2019-11-27_11-24-36-629857,611819,8,
616916,616930,2019-11-27_11-24-42-698146,616933,14,
622024,622089,2019-11-27_11-24-48-846134,622090,65,
627132,627140,2019-11-27_11-24-54-856956,627144,8,
632240,632247,2019-11-27_11-25-00-927410,632250,7,
637348,637353,2019-11-27_11-25-06-995601,637356,5,
642456,642500,2019-11-27_11-25-13-117180,642503,44,
647564,647578,2019-11-27_11-25-19-150511,647581,14,
652672,652708,2019-11-27_11-25-25-245450,652711,36,
657780,657791,2019-11-27_11-25-31-286494,657795,11,
662888,662899,2019-11-27_11-25-37-370851,662902,11,
667996,668005,2019-11-27_11-25-43-466175,668010,9,
673104,673128,2019-11-27_11-25-49-522295,673133,24,
678212,678220,2019-11-27_11-25-55-597025,678223,8,
683320,683326,2019-11-27_11-26-01-673809,683329,6,
688428,688598,2019-11-27_11-26-07-875843,688601,170,
693536,693566,2019-11-27_11-26-13-849704,693570,30,
698644,698652,2019-11-27_11-26-19-912802,698655,8,
703752,703760,2019-11-27_11-26-25-981662,703764,8,
708860,708869,2019-11-27_11-26-32-043729,708871,9,
713968,714046,2019-11-27_11-26-38-211723,714049,78,
719076,719082,2019-11-27_11-26-44-202236,719087,6,
724184,724251,2019-11-27_11-26-50-332915,724254,67,
729292,729299,2019-11-27_11-26-56-352943,729302,7,
734400,734405,2019-11-27_11-27-02-415905,734408,5,
739508,739514,2019-11-27_11-27-08-492090,739517,6,
744616,744621,2019-11-27_11-27-14-588361,744625,5,
749724,749731,2019-11-27_11-27-20-671715,749734,7,
754832,754913,2019-11-27_11-27-26-838397,754916,81,
759940,759982,2019-11-27_11-27-32-858112,759986,42,
765048,765058,2019-11-27_11-27-38-885431,765061,10,
770156,770163,2019-11-27_11-27-44-981736,770168,7,
775264,775269,2019-11-27_11-27-51-051618,775272,5,
780372,780379,2019-11-27_11-27-57-136058,780382,7,
785480,785489,2019-11-27_11-28-03-205122,785490,9,
790588,790593,2019-11-27_11-28-09-269298,790596,5,
795696,795704,2019-11-27_11-28-15-342081,795709,8,
800804,800811,2019-11-27_11-28-21-409270,800814,7,
805912,805919,2019-11-27_11-28-27-495988,805922,7,
811020,811026,2019-11-27_11-28-33-553277,811030,6,
816128,816134,2019-11-27_11-28-39-622956,816137,6,
821571,821578,2019-11-27_11-28-46-091134,821581,7,
828752,828765,2019-11-27_11-28-54-518394,828769,13,
833900,833907,2019-11-27_11-29-00-667353,833910,7,
839007,839102,2019-11-27_11-29-06-844865,839106,95,
844115,844147,2019-11-27_11-29-12-836344,844150,32,
849223,849243,2019-11-27_11-29-18-874310,849247,20,
