RD,TS_received,TS_sent,AK,RoundTrip,
396226,396233,2019-12-16_13-57-11-330727,396236,7,
401334,401341,2019-12-16_13-57-17-422069,401345,7,
406442,406504,2019-12-16_13-57-23-549698,406507,62,
411550,411601,2019-12-16_13-57-29-583021,411605,51,
416658,416668,2019-12-16_13-57-35-559554,416671,10,
421785,421792,2019-12-16_13-57-41-675340,421796,7,
426893,426899,2019-12-16_13-57-47-750949,426902,6,
432001,432007,2019-12-16_13-57-53-805624,432010,6,
437109,437115,2019-12-16_13-57-59-863427,437119,6,
442217,442230,2019-12-16_13-58-05-929609,442233,13,
447325,447332,2019-12-16_13-58-11-995460,447335,7,
452433,452441,2019-12-16_13-58-18-061152,452444,8,
457541,457549,2019-12-16_13-58-24-137280,457553,8,
462649,462656,2019-12-16_13-58-30-180853,462661,7,
467757,467765,2019-12-16_13-58-36-252033,467768,8,
472865,472872,2019-12-16_13-58-42-324999,472875,7,
477973,478001,2019-12-16_13-58-48-421330,478004,28,
483081,483247,2019-12-16_13-58-54-639531,483251,166,
488189,488200,2019-12-16_13-59-00-568967,488204,11,
493297,493304,2019-12-16_13-59-06-662845,493309,7,
498405,498416,2019-12-16_13-59-12-728555,498419,11,
503513,503521,2019-12-16_13-59-18-815846,503526,8,
508621,508632,2019-12-16_13-59-24-875923,508635,11,
513729,513739,2019-12-16_13-59-30-964330,513742,10,
518837,518844,2019-12-16_13-59-37-082960,518849,7,
523945,523954,2019-12-16_13-59-43-190845,523958,9,
529053,529059,2019-12-16_13-59-49-297493,529062,6,
534161,534167,2019-12-16_13-59-55-397305,534170,6,
539269,539316,2019-12-16_14-00-01-541539,539319,47,
544377,544398,2019-12-16_14-00-07-561734,544401,21,
549485,549491,2019-12-16_14-00-13-633451,549495,6,
554593,554598,2019-12-16_14-00-19-667565,554601,5,
