RD,TS_received,TS_sent,AK,RoundTrip,
225096,225170,2019-12-19_11-54-35-065130,225173,74,
230204,230368,2019-12-19_11-54-41-226626,230371,164,
235312,235318,2019-12-19_11-54-47-134825,235323,6,
240420,240428,2019-12-19_11-54-53-200920,240431,8,
245528,245538,2019-12-19_11-54-59-246995,245541,10,
250636,250643,2019-12-19_11-55-05-340414,250646,7,
255744,255751,2019-12-19_11-55-11-413923,255754,7,
260852,260858,2019-12-19_11-55-17-451676,260862,6,
265960,265966,2019-12-19_11-55-23-497444,265971,6,
271068,271074,2019-12-19_11-55-29-599017,271078,6,
276176,276183,2019-12-19_11-55-35-635542,276186,7,
281284,281292,2019-12-19_11-55-41-682818,281295,8,
286392,286398,2019-12-19_11-55-47-743920,286401,6,
291500,291507,2019-12-19_11-55-53-787173,291510,7,
296608,296782,2019-12-19_11-55-59-966132,296785,174,
301716,301817,2019-12-19_11-56-06-004686,301881,101,
306824,306860,2019-12-19_11-56-11-986101,306863,36,
311933,311940,2019-12-19_11-56-18-027458,311943,7,
317041,317049,2019-12-19_11-56-24-116844,317052,8,
322149,322158,2019-12-19_11-56-30-175549,322161,9,
327257,327265,2019-12-19_11-56-36-238992,327267,8,
332366,332373,2019-12-19_11-56-42-257458,332376,7,
337473,337479,2019-12-19_11-56-48-321855,337484,6,
342581,342595,2019-12-19_11-56-54-388897,342598,14,
347689,347695,2019-12-19_11-57-00-418000,347700,6,
352797,352805,2019-12-19_11-57-06-492750,352808,8,
357905,357918,2019-12-19_11-57-12-541573,357923,13,
363013,363021,2019-12-19_11-57-18-628278,363024,8,
368121,368127,2019-12-19_11-57-24-665687,368130,6,
373229,373235,2019-12-19_11-57-30-749629,373238,6,
378337,378533,2019-12-19_11-57-36-961318,378536,196,
383445,383611,2019-12-19_11-57-42-952486,383614,166,
388553,388716,2019-12-19_11-57-49-035809,388720,163,
393661,393667,2019-12-19_11-57-54-968334,393671,6,
398769,398789,2019-12-19_11-58-01-018118,398792,20,
403877,403883,2019-12-19_11-58-07-095195,403886,6,
408986,408992,2019-12-19_11-58-13-122694,408997,6,
414093,414098,2019-12-19_11-58-19-213780,414101,5,
419201,419208,2019-12-19_11-58-25-251032,419211,7,
424309,424315,2019-12-19_11-58-31-306110,424320,6,
429417,429423,2019-12-19_11-58-37-337250,429428,6,
434525,434532,2019-12-19_11-58-43-401506,434536,7,
439633,439639,2019-12-19_11-58-49-466885,439643,6,
444741,444751,2019-12-19_11-58-55-551828,444754,10,
449849,449856,2019-12-19_11-59-01-627931,449859,7,
454957,454964,2019-12-19_11-59-07-666383,454968,7,
460065,460073,2019-12-19_11-59-13-723326,460078,8,
465173,465180,2019-12-19_11-59-19-774689,465184,7,
470281,470448,2019-12-19_11-59-25-994265,470451,167,
475389,475481,2019-12-19_11-59-31-992904,475485,92,
480497,480542,2019-12-19_11-59-38-016650,480547,45,
485605,485624,2019-12-19_11-59-44-028703,485627,19,
490713,490720,2019-12-19_11-59-50-063507,490723,7,
495821,495829,2019-12-19_11-59-56-142279,495832,8,
500929,500939,2019-12-19_12-00-02-207697,500944,10,
506037,506043,2019-12-19_12-00-08-283035,506046,6,
511145,511152,2019-12-19_12-00-14-347744,511155,7,
516253,516260,2019-12-19_12-00-20-380018,516263,7,
521361,521368,2019-12-19_12-00-26-437796,521371,7,
526469,526477,2019-12-19_12-00-32-531515,526482,8,
531577,531605,2019-12-19_12-00-38-570893,531608,28,
536685,536692,2019-12-19_12-00-44-590331,536696,7,
541793,541800,2019-12-19_12-00-50-632521,541804,7,
546901,546915,2019-12-19_12-00-56-713339,546918,14,
552009,552019,2019-12-19_12-01-02-764787,552022,10,
557117,557289,2019-12-19_12-01-09-013123,557293,172,
562225,562307,2019-12-19_12-01-14-964961,562310,82,
